"","P8","P9","P10","P11","P15","P16","P18","P19","P22","P28","P30","P32","P33","P36","P38","P40","P42","P43","P45","P47","P51","P54","P61","P65","P68","P72","P73","P76","P89","P90","P91","P98","P99","P100","P101","P102","P106","P113","P114","P116","P117","P120","P123","P127","P128"
"EPCAM",11.4909436112798,13.0465865342755,10.9882338451341,12.7908875941231,10.3300504409123,9.73746554788422,10.3425371899023,10.610334001657,10.2268203767912,10.4482642850779,4.64097369278316,11.9745108140689,10.1294865256411,10.9952110197079,10.4580499456017,11.2033992734192,9.25178180682451,11.2280001496827,5.05980085895925,11.8945536744211,5.78158528093261,9.41771119134473,12.2064632262642,10.1417603858281,12.6527578710199,10.9501142000022,9.94029010268428,5.23770519705813,7.72574865348251,8.39747356136276,11.7355563623737,11.416387668014,9.26794514964997,10.8454484160465,10.7724485263504,5.55028504908841,8.93890677936991,3.94847937194197,4.5074394715507,11.9708160956485,7.21487957424066,10.7362987571749,7.97788950510277,8.92275029195645,11.3969107327976
"MXI1",3.60414250752326,4.03156281866665,4.94402912624894,4.57424686046883,4.11424207482063,4.14043511606433,3.08807373567561,3.50016467949217,4.79256386937516,3.83109692122555,3.90849590263219,3.22994163189259,3.69117679681212,2.91788998414626,3.82297482458724,3.48199635114343,4.19538697264956,3.09739167910503,4.66792617742571,4.53361941040402,3.30646640775686,4.08651204657428,4.99970692280316,4.00442948040954,4.03571187625865,4.61153832009668,4.93299185550394,3.51887500092064,3.35805861830549,3.55774091748652,4.62348647760266,4.53541225116659,4.14692399189016,4.09910159749723,5.55376904522989,4.05947642014633,3.86523589603116,4.18529569588893,4.29548059614623,3.49239160196348,4.39726903853477,4.56336560969353,4.44714936544044,3.52685756986166,4.16258871017755
"CRHR1",-6.81197894858305,-0.752923168069182,1.24379092506481,-9.96578428466209,-5.41119543298445,-6.86144762484735,-9.96578428466209,-5.94786237666482,-9.96578428466209,-2.49248441352077,-9.96578428466209,-9.96578428466209,-1.29053289861183,-5.87832144341175,-9.96578428466209,-1.43557305136221,-9.96578428466209,-4.48358135836613,-9.96578428466209,-4.68779953736232,-2.5708929182195,-6.87832144341175,-5.21089678249862,-2.46354916980529,-6.09788782066943,-3.7582818254033,-1.95847663781565,-9.96578428466209,-4.61528703757795,-4.16100790670626,0.116897018288262,-7.0023101606872,-1.12752580294879,-6.87832144341175,-5.53951952995999,-7.05889368905357,-9.96578428466209,-7.13796526004477,-9.96578428466209,-9.96578428466209,-6.05889368905357,-9.96578428466209,-9.96578428466209,-4.49005085369569,-1.5034865191232
"TEK",3.98263770404541,3.10198617278574,3.23232306524079,3.516216908425,3.1827081861406,3.90102133105684,3.4727996718079,3.54645001050178,3.45936604009955,3.83621702879561,4.10837390683203,2.69064057861569,3.90393485401645,2.36874041667974,1.6334777106551,3.41455501745512,3.81802224564395,2.76939091904023,4.28840286125891,1.38978705373566,3.13922389508799,3.02717174883189,1.95479188087509,4.07125640179785,1.47829882170511,2.87233628810464,2.90471529594268,3.38904360228625,2.813668335991,3.65616454685949,2.6294265672344,4.09462456537788,3.98274721205656,3.96782339081175,1.49973110456921,4.67309844261264,4.31462402659645,4.25139340814802,4.53917122133458,2.8410069745476,4.30348852718342,6.67498032590306,3.77981651631574,6.14876127980301,4.00876474486344
"MLANA",-9.96578428466209,-4.10531802614492,-9.96578428466209,0.425888934024304,-5.18968029658892,-9.96578428466209,-5.28771237954945,-9.96578428466209,-3.71406519205613,-9.96578428466209,-3.99309163065782,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.74468055929421,-9.96578428466209,-4.25980638297956,-5.2270164478619,-3.17918792277128,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.08314123530025,-4.36587144247496,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.0445383960765,-5.32192809488736,-4.82828076091215,-9.96578428466209,-9.96578428466209,-3.85100083741224,-2.81908833663143,-2.72070700930242,-3.45324132956523,-9.96578428466209,-5.28208783035557,-4.96578428466209,-3.2764851241262,-9.96578428466209,-9.96578428466209
"CD274",4.5840424893478,3.5252044385628,3.54248093822006,3.74959862437689,6.20377866698426,3.93312880908928,6.10208488631238,5.46422062233441,4.55509830932507,3.34073316058773,2.76472830907931,3.1627900919574,3.29686849852791,3.09769506373552,2.62288350941168,3.95441967813292,3.13874894992859,5.39713552682239,2.98768467756676,5.07510900192738,3.4625758880422,3.94514882921972,3.63066174144367,4.60692778267485,2.55544807366128,4.78549824132605,5.30395240041299,3.30594134586551,4.20495450785604,4.95364705095724,4.95618678655961,3.65286504514118,2.94925477085653,3.70354371973382,3.12159567880332,3.72162420680988,3.73077036313381,2.8846760607854,2.77780894079327,4.82189895698964,3.37919119449234,5.83908282344165,3.53090724281094,5.85840627873452,3.78846647112054
"PLXDC2",4.49846151115975,3.4832998611027,5.62038993250493,4.2405662064792,3.48376419394957,4.00659425320176,3.27981298520848,6.1969630317514,4.78336759636207,5.62834783821345,3.24289208284275,3.46125350969099,5.7310175611301,4.09217360338887,2.48861783459065,5.69430634282064,3.31531986722292,4.01630910683615,2.27512627356836,3.46555660995833,2.59734047082632,5.05780115533141,4.0142838706626,5.01144196614894,2.78100293027407,4.04048919099426,3.76549231353188,2.59831755939022,1.91983583428151,3.99651529309398,5.05971434907619,3.63244272450614,6.69009577793729,4.06483112879916,4.17553258499164,3.12796337812358,2.8487581280774,2.19717343618777,2.9771333565589,4.20447724375348,3.60776823469636,5.70600001178192,2.94073056018486,5.32677101935095,5.49279214542126
"TNFSF11",0.0475383887633603,0.211759833012119,0.938097561074093,-0.497363882797535,-0.440067736466128,-0.0388953202709471,1.29689785770008,1.72626448834641,0.836489726110627,-1.13289427049735,-4.50307753399193,3.96162332828694,2.40667271575583,0.581495871001377,0.178236584604805,1.70973175942069,-0.594443236656243,-0.100514977487229,-1.12311966283708,2.18700756697703,-1.17169338622436,0.531768206911696,2.5687617827979,-0.202239920368167,1.55291804178348,1.8963493588832,-1.45087301980073,-0.932912035198853,2.06346842765787,2.12594860204333,1.07806325577682,1.54364435211954,1.24226713371412,-0.302937919502609,-1.89164282190958,-0.272123099152057,-1.02268343709129,-0.883102981711738,-0.103146927103293,1.30760338672096,1.09801523386896,2.41408139707042,1.25743310300358,0.603406771603267,3.41736647258672
"SOHLH2",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.98393163137235,-9.96578428466209,-5.12784104277106,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.67484388225841,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.98393163137235,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.88257091641311,-6.11778737810714,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.14816102715066,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"TGFBI",8.4672713277751,9.67399447999272,9.33176768285306,6.68169241146706,11.726716629098,7.95518665976938,9.78279513653011,9.18170984206823,8.17511536695614,5.91568342185396,6.53632338020367,8.84799721963978,8.02179561549981,8.32378572081847,6.54312309780457,9.91938448062721,6.83011585555355,8.07118988735527,6.31318053715333,8.51878571624399,9.17151884974848,10.2446585287065,9.28919101875379,8.29952583428579,9.74831094444295,10.5076777137471,7.42152965000753,6.42113407495252,5.11637307478958,9.05012100254065,8.80930864357772,7.32164133074986,8.97877022462035,6.61771722919249,6.72577932253459,7.16694235437563,7.25776025510629,6.16678171423551,6.76843048843292,8.72218524541627,7.789839431307,7.22644302133506,7.65487729283411,6.84538843145398,9.2435365162271
"EGR1",7.05828077415793,7.66991329117352,6.81932330546757,7.73522632407816,7.30588208208885,8.2584694584181,7.19665916932378,6.27004858699911,8.96179665194309,10.5978252810698,5.66970712158962,7.00969651586748,7.83779946966217,8.6641944574237,5.99033999612638,8.17478689754816,7.65523804014142,7.68019212249441,7.44577469970213,8.34221515164686,9.18722314048973,7.08063528093471,7.78292549918831,8.59155824987613,6.40219860017267,7.83646510971955,8.05897501869404,8.7998152066578,8.91209024503706,9.08450201505809,7.47641247251032,7.83442870081163,10.033275695955,8.48230821982644,7.87103597147709,7.18945395605033,6.21173452863424,5.570338450705,7.28425500526135,7.98473800955623,10.1011096627834,8.21448038274844,8.10515056732155,10.6600878189565,7.66487958383198
"GLT8D2",3.24022272674052,3.37738754797226,4.82713307343459,2.83272801825846,3.68312375351335,3.09244425883903,1.4669141949685,5.18435171319818,2.57412573450295,4.91487063320035,1.64177721169212,2.01556893165097,4.83267739080714,1.25839831820388,1.3993898745824,5.23986771174572,1.00554371109805,1.79256386937516,1.54468320538365,2.33167655719475,2.22888024417116,5.29322700219603,2.8406042233541,4.63618376998573,0.985354696172644,4.25707098075246,3.03167749645076,1.12399720369191,0.834306702962908,2.89673684681013,5.04276689124774,1.37784561029697,6.07302113249549,3.64411008176008,2.85710516268533,2.66316242064253,1.46868757304394,1.03850641826384,1.59043435193122,2.24567819387567,2.54418860664697,3.70473919499991,1.83673208045914,3.27118660159725,5.82217182399687
"CLU",9.86384570895485,9.23101160263236,5.36569253719753,8.65170398637611,5.80898990838056,9.64626780182667,5.66415569379264,3.85531202945426,9.45662382993577,9.28418165433591,10.2688690988489,6.11010219484818,6.51022614704536,8.30384101139484,6.62679976538083,5.5567451428823,9.84767345363678,8.02136257030844,10.8622489708302,4.91616131901117,8.6476555693144,5.8284716456913,4.82225086928308,7.83359473775091,4.19659917597214,5.84863796190471,5.53047968930262,10.77920291248,8.36298354261646,7.40517380637943,3.31668158369959,8.99298449034248,6.4635439905208,6.60298236616712,7.19344650908714,10.4451225782546,9.97835395929147,10.4297098953192,10.542192453638,6.22471753651074,10.2410935510776,7.33262111873395,10.27435171039,6.44102858179468,6.93079409821839
"PTK2B",5.71790120554148,6.3411905519306,6.09574512657952,5.25593876252097,5.22434517807322,5.32733167588834,5.30733744308477,6.07465314063433,5.3250877412665,4.88125348074479,5.10142316655656,5.2880964315544,6.08508467862865,5.71798069340013,5.27129867270002,5.12211772938052,5.39188454933223,5.75801795759835,4.73344653998228,4.95441502499093,4.55770416264175,5.20597110159917,4.80889983925777,5.71587415644461,4.32806810495284,5.78364784854969,5.29186505227367,5.28694766395644,7.71535459244131,5.35839626195665,5.72778978947269,4.74857393915158,4.81298075435934,6.66460941196,6.01093197598991,5.33993549339106,4.97127223279814,5.07758910166265,5.16124275834251,6.30007246038266,5.4196501230583,5.9815992463055,5.00894845888928,6.61891989792362,4.17195936942216
"EPHX2",7.34149925360753,6.81638594862056,3.55410992021998,6.98478983732136,2.74560306974432,7.00704521284311,1.98323989526899,2.87302570104647,6.87073829223603,5.54339998927345,8.35148743403544,3.05521301091155,4.92325378871299,6.31985272873903,4.8555612090508,2.91496627916529,7.86876885774638,5.34619102979907,8.72221530709989,1.43092751740487,6.13432568744863,3.4198489702069,2.15920936118998,5.68600740538829,3.31408742029116,3.85615906454675,3.99480597608493,8.17160015964006,5.63381188746502,5.47105411225724,4.05755424645809,7.12323370382348,3.58813294360128,4.69329179714449,4.18140473746938,8.00813557114173,7.38732204029922,8.25036711603453,8.18830942783719,4.34833866250714,7.97136478663738,4.35668612780452,7.56251338117671,5.04066014330502,3.46975576326468
"TNFRSF8",2.42685513232421,-1.68547747820839,2.88510575402488,2.62674283000249,2.56308489529323,2.3870316095257,2.11988733634095,2.95810026172325,1.28368475981474,1.11009592910342,-0.324455022916401,0.384712962422046,4.40176697555403,1.06846445096691,0.675996538964304,3.36398402890723,0.446785562143122,1.65800577691312,-1.81908833663143,0.174150712212013,5.1172004858216,2.82763613618939,2.29575240703182,3.7331807728753,-0.630840653935469,2.0127116845104,1.80124144826846,0.263034405833794,4.02118653914617,1.44020807501375,3.08815856166862,0.53684865042083,2.53096964878385,2.14567745519564,3.64124543630784,0.4867658509719,0.890796866102734,-1.02826333326376,-0.895931773536283,1.87743015969774,0.858935842688249,1.8507194267274,0.264956717964822,3.81251876177161,3.21021740173458
"CRISPLD1",-0.0712696403889573,-0.693387775624602,1.55257381117984,-0.0606981859003164,0.0586628393785596,-0.0449848435629294,-0.522633519932765,2.1823109180257,0.088413009726725,2.65338108996857,-0.638007114078037,-1.02885194813969,2.77865015015276,-0.348133165234756,-0.885499706834807,2.39733750128711,-0.770781257550753,-0.90454811891434,0.532167320280557,-0.852042118612899,0.128293401009818,0.380507819339446,-1.50185127378985,2.77846092080725,-1.68872940851336,0.709819967976916,-0.412923096735323,-0.63486740654747,-0.101907764440992,-0.176902852650796,1.1104968819174,-0.398588723255212,2.66477863078991,1.95102821304775,-0.029588054610527,0.652968268874644,0.407298360103788,0.336169110464009,0.979000970620063,-1.00462402652545,0.744074961952014,0.756937877411255,0.0133550586690673,0.148348449915649,3.66218270808274
"TBX2",4.76518463817645,3.38722466201514,5.01200542981714,5.08992604848762,4.93338851294324,4.90014709188234,3.21060706024532,3.77358497183365,4.95357255900032,5.33873460009246,4.09009124233395,4.23051046036618,5.99799461329336,4.80920862427109,4.34944312893483,5.44209753008642,4.35497396409667,4.98189830747373,4.10849100259224,4.52913378526736,5.57597180141328,6.15243290745062,3.51320015602741,6.11142783205039,4.23037211732418,5.10413114501172,4.89509415235162,5.01018008279198,3.74505442854729,5.78397517703167,4.28703634741056,3.83227230722509,6.29095882751004,4.47690008320375,2.20711196120771,5.22974556470514,4.50591632906695,3.89784061676875,4.06497767187611,4.11544947301776,4.9176274750609,7.66677221153002,4.07955731676336,8.45697941333261,4.8120001271908
"TRIM6",-0.429537068973959,0.076695901830383,0.615133757514428,-1.65790043516722,0.457436697772369,-0.348500496883052,-0.977383620932651,-0.221959677732477,-0.133685438622953,-0.7095755961347,-1.89485833967658,0.160791139919387,0.349025513482059,-1.44300661513751,-1.90454811891434,0.616545903251068,-2.16423758130531,-1.51911449735507,-1.86880564829155,0.134746655368487,1.12128069979273,0.540027269257507,-0.601211852366231,-0.910773057929605,-6.15842936260448,0.713255901730974,0.652876514809622,-1.61749874281089,-3.70087259158762,0.943208708588446,1.55816965483461,-1.1319454411038,-0.195946441032647,-0.345564459154601,-1.399730246491,-0.721896272448558,-1.83238515924489,-1.46235603807012,-1.06340917017606,-0.0276749584428483,-1.63218165639381,-1.03238868954131,-1.46952967460081,-0.128944924913371,-0.540568381362703
"ADCY7",5.22271183987547,3.1213304378928,6.23194498717282,4.85290772837637,5.82599163937422,5.09679736600048,6.53076369882795,6.46639056652327,5.7817321430782,4.2736128618077,4.30895784543634,4.77831898250818,6.2316762420127,5.86374521939827,4.94818498491106,6.03394051685073,4.79535656068818,5.55505841853155,3.27515607854601,5.32757958910664,5.02244327510314,5.91493997715705,5.55687999567713,5.82166430109556,4.22925720313777,5.86122589443527,5.33339868671886,4.70090019729311,6.82362836650869,5.54294827302949,5.42424692628731,4.80350604073054,5.80451052593255,6.14865147451773,5.62923420439783,4.94725470096803,4.93173978052033,3.99058279672209,4.34972618931037,5.65006946295192,5.12704716899222,5.76677270511678,4.2033499608343,6.86824844852253,5.81163286224275
"KCNJ8",5.19917369466955,4.63842722521124,4.17201539408293,4.55224179672161,2.74843976416809,5.64818354923295,2.53231695933277,3.4620130434422,5.33889501460436,5.60344831507676,5.41487631418838,2.16517231793717,3.69881855011494,3.93603482531376,2.61329589917267,4.47558429073681,5.76703500535826,4.01184446265234,6.47266484816204,1.66060921951191,4.04288943467718,3.51688504166688,1.73850845257783,4.63230893615582,1.6666657105946,3.97750890454014,2.54347113715795,4.19211524107638,1.90373244828493,4.45187707101303,3.69639450608314,5.34964481514046,5.17517725859247,3.19531609808661,0.475084882948783,6.11049270589987,5.79941633153713,6.19593219660301,6.0542689388647,3.50505250064951,6.18086592618184,4.21297392150166,6.38709883609201,4.76720984569549,5.11351298329123
"CCR2",1.80215184874899,-0.75268006502018,1.45827700069581,1.54759789151252,1.68261824041828,3.08554362949591,2.40190347160796,3.13914201914569,1.6286336341647,1.14149818813431,1.8598105648013,-0.558729009561401,3.01613970265525,0.400100683015481,-0.0111517413310358,1.75890008970868,0.76757005595174,1.29689785770008,0.841490127613366,0.703366528006636,0.483570740091555,1.53231695933277,-0.802637815850837,1.76773953554558,-0.674843882258409,0.541911265935905,-0.781156848798126,1.6777562810498,2.18916037103638,1.52546756346514,0.964361663246734,1.91211330482481,1.49589978570659,3.37232530852358,2.67296837201118,2.725610293876,2.68297773459012,0.494671611647549,2.38807929836632,2.08106688049189,2.18919200596365,3.03261222142667,1.94781574800758,2.66354956542974,-0.186229067984175
